disease,compound_groundTruth,disease_groundTruth,text,llm_answer,context_volume
dystonia,['INCOBOTULINUMTOXINA'],"['cerebellar ataxia', 'neuroacanthocytosis', 'striatonigral degeneration', 'Gilles de la Tourette syndrome', 'benign familial neonatal epilepsy', 'thalamic disease', 'fucosidosis', 'iron metabolism disease', 'ocular motility disease', 'olivopontocerebellar atrophy', ""Brown's tendon sheath syndrome"", 'hereditary spastic paraplegia', 'homocystinuria', 'cerebellar disease', 'benign neonatal seizures', 'tic disorder', 'Machado-Joseph disease', 'Leigh disease', 'progressive supranuclear palsy', 'pantothenate kinase-associated neurodegeneration', 'complex regional pain syndrome', 'choreaacanthocytosis', 'basal ganglia disease', 'Lesch-Nyhan syndrome', 'Wilson disease', 'Leber hereditary optic neuropathy', 'autosomal dominant cerebellar ataxia', 'optic atrophy', 'tongue disease', 'central pontine myelinolysis', 'laryngeal disease', 'transient tic disorder', 'multiple system atrophy', 'partial motor epilepsy', 'hemiplegia', 'spinocerebellar ataxia type 4', 'reflex sympathetic dystrophy', 'polymicrogyria', 'internuclear ophthalmoplegia', 'causalgia', 'GM1 gangliosidosis', 'pseudobulbar palsy', 'chronic tic disorder', 'postencephalitic Parkinson disease', 'Meige syndrome', 'secondary Parkinson disease', 'lingual-facial-buccal dyskinesia', 'neuroaxonal dystrophy', 'ataxia telangiectasia']",What compounds treat 'dystonia' and what diseases resemble 'dystonia'?,"{""Compounds"":[""INCOBOTULINUMTOXINA""], ""Diseases"":[""generalized dystonia"", ""striatonigral degeneration"", ""homocystinuria"", ""central pontine myelinolysis"", ""Wilson disease"", ""causalgia"", ""lingual-facial-buccal dyskinesia"", ""neuroacanthocytosis"", ""essential tremor"", ""laryngeal disease"", ""neuroaxonal dystrophy"", ""basal ganglia disease"", ""polymicrogyria"", ""progressive supranuclear palsy"", ""secondary Parkinson disease"", ""multiple system atrophy"", ""fucosidosis"", ""complex regional pain syndrome"", ""postencephalitic Parkinson disease""]}",100
encephalitis,"['GLOBULIN, IMMUNE', 'Valacyclovir']","['Guillain-Barre syndrome', 'COVID-19']",What compounds treat 'encephalitis' and what diseases resemble 'encephalitis'?,"{""Compounds"":[""GLOBULIN, IMMUNE"", ""Valacyclovir""], ""Diseases"":[""postinfectious encephalitis"", ""viral encephalitis"", ""limbic encephalitis"", ""post-vaccinal encephalitis"", ""acute necrotizing encephalitis"", ""syphilitic encephalitis""]}",100
epidermolysis bullosa,['Erythromycin'],"['intestinal atresia', 'pemphigus', 'dermatitis herpetiformis', 'autosomal recessive congenital ichthyosis', 'cicatricial pemphigoid', 'Clouston syndrome', 'photosensitivity disease', 'Stevens-Johnson syndrome', 'laryngostenosis', 'dental enamel hypoplasia', 'Rothmund-Thomson syndrome', 'vesiculobullous skin disease', 'gastric outlet obstruction', 'junctional epidermolysis bullosa', 'amelogenesis imperfecta', 'ichthyosis', 'porphyria', 'acrodermatitis', 'skin disease', 'subcorneal pustular dermatosis', 'nail disease', 'ectodermal dysplasia', 'bullous pemphigoid', 'erythema multiforme', 'epidermolysis bullosa acquisita', 'epidermolysis bullosa simplex', 'pemphigus foliaceus', 'esophageal disease', 'syndactyly', 'pemphigus vulgaris', 'epidermolysis bullosa dystrophica', 'leg dermatosis']",What compounds treat 'epidermolysis bullosa' and what diseases resemble 'epidermolysis bullosa'?,"{""Compounds"":[""Erythromycin""], ""Diseases"":[""junctional epidermolysis bullosa"", ""epidermolysis bullosa acquisita"", ""skin disease"", ""epidermolysis bullosa simplex"", ""dermatitis herpetiformis"", ""leg dermatosis"", ""epidermolysis bullosa dystrophica"", ""photosensitivity disease"", ""pemphigus"", ""esophageal disease""]}",100
epidermolysis bullosa dystrophica,"['BEREMAGENE GEPERPAVEC', 'PRADEMAGENE ZAMIKERACEL', 'DABOCEMAGENE AUTOFICEL']","['syndactyly', 'Rothmund-Thomson syndrome', 'epidermolysis bullosa', 'junctional epidermolysis bullosa', 'ectodermal dysplasia', 'leg dermatosis', 'epidermolysis bullosa acquisita', 'xanthomatosis', 'epidermolysis bullosa simplex', 'hand dermatosis', 'Clouston syndrome']",What compounds treat 'epidermolysis bullosa dystrophica' and what diseases resemble 'epidermolysis bullosa dystrophica'?,"{""Compounds"":[""PRADEMAGENE ZAMIKERACEL"", ""DABOCEMAGENE AUTOFICEL""], ""Diseases"":[""epidermolysis bullosa"", ""junctional epidermolysis bullosa"", ""pretibial dystrophic epidermolysis bullosa"", ""epidermolysis bullosa acquisita"", ""syndactyly"", ""epidermolysis bullosa simplex"", ""leg dermatosis"", ""hand dermatosis""]}",100
facioscapulohumeral muscular dystrophy,['Losmapimod'],"['scapuloperoneal spinal muscular atrophy', 'limb-girdle muscular dystrophy', 'Charcot-Marie-Tooth disease', 'myotonic dystrophy type 1', 'Duchenne muscular dystrophy', 'Coats disease', 'choanal atresia', 'amyotrophic neuralgia', 'Emery-Dreifuss muscular dystrophy', 'spinal muscular atrophy', 'brachial plexus neuritis', 'hereditary sensory and autonomic neuropathy type 2', 'progressive muscular atrophy', 'microphthalmia']",What compounds treat 'facioscapulohumeral muscular dystrophy' and what diseases resemble 'facioscapulohumeral muscular dystrophy'?,"{""Compounds"":[""Losmapimod""], ""Diseases"":[""progressive muscular atrophy"", ""spinal muscular atrophy"", ""Duchenne muscular dystrophy"", ""Emery-Dreifuss muscular dystrophy"", ""Coats disease"", ""limb-girdle muscular dystrophy""]}",100
factor XIII deficiency,['CATRIDECACOG'],"['congenital afibrinogenemia', ""von Willebrand's disease"", 'Henoch-Schoenlein purpura', 'factor VII deficiency', 'factor V deficiency']",What compounds treat 'factor XIII deficiency' and what diseases resemble 'factor XIII deficiency'?,"{""Compounds"": [], ""Diseases"": [""factor VII deficiency"", ""factor V deficiency"", ""hemorrhagic disease"", ""congenital afibrinogenemia""]}",100
familial Mediterranean fever,"['ANAKINRA', 'Colchicine', 'CANAKINUMAB']","['retinal vasculitis', 'pericarditis', 'erysipelas', 'spondyloarthropathy', 'pleurisy', 'hydrarthrosis', ""Behcet's disease"", 'lymphadenitis', 'Henoch-Schoenlein purpura', 'synovitis', 'aphthous stomatitis', 'mevalonic aciduria', 'polyarteritis nodosa', 'familial periodic paralysis', 'pharyngitis', 'Plica syndrome', 'Muckle-Wells syndrome']",What compounds treat 'familial Mediterranean fever' and what diseases resemble 'familial Mediterranean fever'?,"{""Compounds"":[""ANAKINRA"", ""Colchicine"", ""CANAKINUMAB""], ""Diseases"":[""hydrarthrosis"", ""aphthous stomatitis""]}",100
familial adenomatous polyposis,"['soybean oil', 'Aspirin', 'Celecoxib', 'Icosapent', 'Propofol', 'Sulindac', 'Calcitriol', 'Eflornithine']","['Lynch syndrome', 'hereditary breast ovarian cancer syndrome', 'benign ileal neoplasm', 'fibroma', 'medullomyoblastoma', 'childhood medulloblastoma', 'papillary adenocarcinoma', 'melanotic medulloblastoma', 'Li-Fraumeni syndrome', 'adult medulloblastoma', 'Peutz-Jeghers syndrome', 'steatocystoma multiplex', 'common bile duct neoplasm', 'Cowden syndrome', 'duodenal benign neoplasm', 'sex cord-gonadal stromal tumor', 'duodenum cancer', 'Bannayan-Riley-Ruvalcaba syndrome', 'hepatoblastoma', 'jejunal cancer', 'jejunal neoplasm', 'medulloblastoma']",What compounds treat 'familial adenomatous polyposis' and what diseases resemble 'familial adenomatous polyposis'?,"{""Compounds"":[""Icosapent"", ""Aspirin"", ""Propofol"", ""Eflornithine"", ""Sulindac""], ""Diseases"":[""fibroma"", ""steatocystoma multiplex""]}",100
familial hyperlipidemia,"['BOCOCIZUMAB', 'Rosuvastatin', 'ONGERICIMAB', 'Fenofibrate', 'Evacetrapib', 'Nicotinic acid', 'Bempedoic acid', 'Pantethine', 'Pravastatin', 'Pitavastatin', 'EVOLOCUMAB', 'Simvastatin', 'Probucol', 'PELACARSEN', 'Ezetimibe', 'K-877', 'coenzyme A', 'Topiramate', 'Torcetrapib', 'Laropiprant', 'Atorvastatin']","['familial apolipoprotein C-II deficiency', 'familial lipoprotein lipase deficiency', 'familial hypercholesterolemia', 'hyperlipoproteinemia type III', 'hyperinsulinism', 'Tangier disease', 'hypolipoproteinemia', 'hyperlipoproteinemia type IV', 'familial combined hyperlipidemia', 'arcus senilis', 'xanthomatosis']",What compounds treat 'familial hyperlipidemia' and what diseases resemble 'familial hyperlipidemia'?,"{""Compounds"": [""PELACARSEN"", ""Laropiprant"", ""Acipimox"", ""Tyramine"", ""coenzyme A"", ""Bezafibrate"", ""Fenofibric acid"", ""EVOLOCUMAB"", ""Dextrothyroxine"", ""K-877"", ""Pantethine"", ""Fenofibrate"", ""Levothyroxine"", ""Topiramate"", ""Probucol"", ""Ezetimibe"", ""Clofibrate"", ""Evacetrapib"", ""Lovastatin"", ""Pitavastatin"", ""Nicotinic acid"", ""Bempedoic acid"", ""Atorvastatin"", ""Simvastatin"", ""ONGERICIMAB"", ""Rosuvastatin"", ""Torcetrapib"", ""Pravastatin""], ""Diseases"": [""familial combined hyperlipidemia"", ""hypolipoproteinemia"", ""familial hypercholesterolemia"", ""hyperinsulinism"", ""xanthomatosis"", ""hyperlipoproteinemia type IV"", ""Tangier disease"", ""hyperlipoproteinemia type III"", ""familial lipoprotein lipase deficiency"", ""arcus senilis"", ""familial apolipoprotein C-II deficiency""]}",100
familial male-limited precocious puberty,"['Histrelin', 'Leuprorelin', 'Triptorelin']","['embryonal cancer', 'adrenal gland disease', 'hypogonadism', 'Froelich syndrome', 'McCune Albright syndrome', 'germ cell and embryonal cancer', 'hypopituitarism', 'neurofibromatosis 1', 'congenital hypothyroidism', 'primary hyperaldosteronism', 'hypothalamic disease', 'gonadoblastoma', 'myelomeningocele', 'Sheehan syndrome', 'papillary craniopharyngioma', 'osteitis fibrosa', 'gynecomastia', 'adrenal cortex cancer', 'Klinefelter syndrome', 'ovarian disease', 'hypothalamic neoplasm', 'endocrine system disease', 'adrenal cortex disease', 'Prader-Willi syndrome', 'empty sella syndrome', 'Turner syndrome', 'dysgerminoma', 'Leydig cell tumor', 'adrenal gland hyperfunction', 'sex cord-gonadal stromal tumor', 'bone inflammation disease', 'granulosa cell tumor', 'Sertoli cell tumor', 'pineal gland cancer', 'hyperprolactinemia', 'cerebral ventricle cancer', 'hypertrichosis', 'germ cell cancer', 'luteoma', 'adrenal rest tumor', 'disorder of sexual development', 'hermaphroditism', 'pineoblastoma', 'Sertoli-Leydig cell tumor', 'Williams-Beuren syndrome', 'pseudohermaphroditism', 'adamantinous craniopharyngioma', 'infant gynecomastia', 'germinoma', 'amenorrhea', 'hyperandrogenism', 'craniopharyngioma']",What compounds treat 'familial male-limited precocious puberty' and what diseases resemble 'familial male-limited precocious puberty'?,"{""Compounds"":[""Triptorelin"", ""Histrelin"", ""Leuprorelin""], ""Diseases"":[""central precocious puberty"", ""endocrine system disease"", ""hyperandrogenism"", ""disorder of sexual development"", ""hypothalamic disease"", ""hypogonadism"", ""hypopituitarism"", ""adrenal cortex disease"", ""pseudohermaphroditism"", ""gynecomastia"", ""hyperprolactinemia"", ""amenorrhea"", ""infant gynecomastia"", ""adrenal gland hyperfunction"", ""adrenal gland disease"", ""hermaphroditism"", ""bone inflammation disease"", ""ovarian disease"", ""germ cell and embryonal cancer"", ""hypertrichosis"", ""hypothalamic neoplasm"", ""osteitis fibrosa"", ""embryonal cancer"", ""Turner syndrome"", ""germinoma"", ""gonadoblastoma"", ""primary hyperaldosteronism"", ""Froelich syndrome"", ""Klinefelter syndrome"", ""craniopharyngioma"", ""germ cell cancer"", ""adamantinous craniopharyngioma"", ""Prader-Willi syndrome"", ""adrenal cortex cancer"", ""luteoma""]}",100
fatty liver disease,"['Saroglitazar', 'Rimonabant', 'Metformin', 'Dapagliflozin', 'Pioglitazone', 'Alpha-Tocopherol']","['drug-induced hepatitis', 'hemolytic anemia', 'alcoholic liver cirrhosis']",What compounds treat 'fatty liver disease' and what diseases resemble 'fatty liver disease'?,"{""Compounds"":[""Metformin"", ""Rimonabant"", ""Alpha-Tocopherol"", ""Dapagliflozin"", ""Pioglitazone"", ""Saroglitazar""], ""Diseases"":[""drug-induced hepatitis"", ""alcoholic liver cirrhosis""]}",100
fibrodysplasia ossificans progressiva,"['GARETOSMAB', 'Palovarotene']","['synostosis', 'myositis', 'tetanus', 'ankylosis', 'brain stem cancer', 'McCune Albright syndrome', 'skin disease', 'muscle benign neoplasm', 'periostitis', 'pseudopseudohypoparathyroidism', 'exostosis', 'muscle cancer']",What compounds treat 'fibrodysplasia ossificans progressiva' and what diseases resemble 'fibrodysplasia ossificans progressiva'?,"{""Compounds"":[""Palovarotene"", ""GARETOSMAB""], ""Diseases"":[""skin disease"", ""ankylosis"", ""myositis ossificans"", ""pseudopseudohypoparathyroidism"", ""exostosis"", ""periostitis"", ""myositis"", ""muscle cancer"", ""McCune Albright syndrome"", ""muscle benign neoplasm"", ""tetanus"", ""brain stem cancer""]}",100
fibrosarcoma,"['Ifosfamide', 'Doxorubicin']","['malignant fibrous histiocytoma', 'retroperitoneal cancer', 'myofibroma', 'fibroma', 'myoblastoma', 'mast-cell sarcoma', 'peripheral nervous system neoplasm', 'pharynx cancer', 'Pancoast tumor', 'penile benign neoplasm', 'cutaneous fibrous histiocytoma', 'orbital cancer', 'paranasal sinus benign neoplasm', 'malignant peripheral nerve sheath tumor', 'skull cancer', 'mandibular cancer', 'benign giant cell tumor', 'paranasal sinus cancer', 'neurofibroma', 'chondrosarcoma', 'fibrous histiocytoma', 'muscle cancer', 'pleural cancer', 'neurofibrosarcoma', 'peripheral nerve sheath neoplasm', 'chromophobe adenoma', 'maxillary cancer', 'penile cancer', 'benign fibrous mesothelioma', 'thoracic cancer', 'myxosarcoma', 'male reproductive organ cancer', 'myxoid liposarcoma', 'maxillary sinus benign neoplasm', 'congenital mesoblastic nephroma', 'perineurioma', 'muscle benign neoplasm', 'connective tissue cancer', 'femoral cancer', 'fasciitis']",What compounds treat 'fibrosarcoma' and what diseases resemble 'fibrosarcoma'?,"{""Compounds"":[""Ifosfamide"", ""Doxorubicin""], ""Diseases"":[""neurofibrosarcoma"", ""chondrosarcoma"", ""dermatofibrosarcoma protuberans"", ""fasciitis"", ""fibroma"", ""thoracic cancer"", ""fibrous histiocytoma"", ""pleural cancer"", ""orbital cancer"", ""neurofibroma"", ""femoral cancer"", ""muscle cancer"", ""liposarcoma"", ""connective tissue cancer"", ""cutaneous fibrous histiocytoma"", ""myofibroma"", ""Pancoast tumor"", ""myxosarcoma"", ""synovial sarcoma"", ""epithelioid leiomyosarcoma""]}",100
focal epilepsy,"['Gabapentin', 'Oxcarbazepine', 'Lacosamide', 'Carbamazepine', 'Pregabalin', 'Lamotrigine', 'Levetiracetam', 'Cenobamate', 'Topiramate', 'Eslicarbazepine acetate']","['Landau-Kleffner syndrome', 'status epilepticus', 'benign familial neonatal epilepsy', 'Froelich syndrome', 'early myoclonic encephalopathy', 'complex partial epilepsy', 'benign neonatal seizures', 'West syndrome', 'absence epilepsy', 'tuberous sclerosis', 'hypothalamic disease', 'gliomatosis cerebri', 'frontal lobe epilepsy', 'astroblastoma', 'hypothalamic neoplasm', 'ganglioglioma', 'juvenile myoclonic epilepsy', 'childhood absence epilepsy', 'partial motor epilepsy', 'hemiplegia', 'Lennox-Gastaut syndrome', 'epilepsy with generalized tonic-clonic seizures', 'facial hemiatrophy', 'language disorder', 'reflex epilepsy', 'benign epilepsy with centrotemporal spikes', 'idiopathic generalized epilepsy']",What compounds treat 'focal epilepsy' and what diseases resemble 'focal epilepsy'?,"{""Compounds"":[""Lamotrigine"", ""Phenytoin"", ""Primidone"", ""Topiramate"", ""Mephenytoin"", ""Oxcarbazepine"", ""Carbamazepine"", ""Pregabalin"", ""Lacosamide"", ""Levetiracetam"", ""Cenobamate"", ""Eslicarbazepine acetate"", ""Gabapentin""], ""Diseases"":[""frontal lobe epilepsy"", ""reflex epilepsy"", ""partial motor epilepsy"", ""idiopathic generalized epilepsy"", ""epilepsy with generalized tonic-clonic seizures"", ""complex partial epilepsy"", ""status epilepticus"", ""juvenile myoclonic epilepsy"", ""astroblastoma"", ""gliomatosis cerebri"", ""Froelich syndrome"", ""hypothalamic neoplasm"", ""language disorder"", ""benign epilepsy with centrotemporal spikes"", ""early myoclonic encephalopathy"", ""hypothalamic disease""]}",100
galactosemia,"['2-(4-Oxo-3-((5-(trifluoromethyl)benzo[d]thiazol-2-yl)methyl)-3,4-dihydrothieno[3,4-d]pyridazin-1-yl)acetic acid']","['ovarian disease', 'primary ovarian insufficiency', 'phenylketonuria', 'Fanconi syndrome', 'glycogen storage disease', 'hypogonadism', 'alkaptonuria', 'hereditary fructose intolerance syndrome', 'inherited metabolic disorder', 'amino acid metabolic disorder', 'Wilson disease', 'maple syrup urine disease', 'neonatal jaundice', 'congenital hypothyroidism', 'carbohydrate metabolic disorder', 'biotinidase deficiency', 'glucosephosphate dehydrogenase deficiency', 'kernicterus']",What compounds treat 'galactosemia' and what diseases resemble 'galactosemia'?,"{""Compounds"":[""2-(4-Oxo-3-((5-(trifluoromethyl)benzo[d]thiazol-2-yl)methyl)-3,4-dihydrothieno[3,4-d]pyridazin-1-yl)acetic acid""], ""Diseases"":[""classic galactosemia"", ""galactose epimerase deficiency"", ""galactokinase deficiency"", ""carbohydrate metabolic disorder"", ""kernicterus"", ""hypogonadism"", ""biotinidase deficiency"", ""ovarian disease"", ""alkaptonuria"", ""inherited metabolic disorder"", ""glycogen storage disease""]}",100
gastrointestinal stromal tumor,"['Famitinib', 'Imatinib', 'Ripretinib', 'Nilotinib', 'Masitinib', 'Sunitinib', 'Retaspimycin', 'BEVACIZUMAB', '(3-Carboxy-2-(R)-hydroxy-propyl)-trimethyl-ammonium', 'Regorafenib', 'Avapritinib']","['retroperitoneal cancer', 'cecum cancer', 'leiomyosarcoma', 'chondroma', 'benign ileal neoplasm', 'neurofibromatosis 1', 'appendiceal neoplasm', 'appendix cancer', ""Meckel's diverticulum"", 'Carney complex', 'cecal benign neoplasm', 'duodenal benign neoplasm', 'epithelioid leiomyosarcoma', 'myxoid leiomyosarcoma', 'duodenum cancer', 'sigmoid colon cancer', 'mesenchymoma', 'intussusception', 'paraganglioma', 'jejunal cancer', 'jejunal neoplasm', 'somatostatinoma', 'sigmoid neoplasm']",What compounds treat 'gastrointestinal stromal tumor' and what diseases resemble 'gastrointestinal stromal tumor'?,"{""Compounds"":[""Ripretinib"", ""(3-Carboxy-2-(R)-hydroxy-propyl)-trimethyl-ammonium"", ""Regorafenib"", ""Famitinib"", ""Sunitinib"", ""Masitinib"", ""Avapritinib"", ""Imatinib"", ""Nilotinib"", ""BEVACIZUMAB"", ""Retaspimycin""], ""Diseases"":[""Meckel's diverticulum"", ""chondroma""]}",100
gastrointestinal system disease,"['Dexmedetomidine', 'Oxyphencyclimine', 'Otilonium', 'Pipenzolate', 'Propantheline', 'Hyoscyamine', 'Methylhomatropine', 'Trimebutine', 'Glycopyrronium bromide', 'Clidinium', 'BELLADONNA', 'Methantheline', 'Isometheptene', 'Isopropamide', 'Metoclopramide', 'Alverine', 'Azithromycin', 'Dicyclomine', 'Butylscopolamine', 'Mosapride', 'Ciprofloxacin', 'Cimetropium', 'Propulsid', 'Oxyphenonium', 'Mepenzolate', 'Fibrin', 'Piperidolate', 'CHOLERA VACCINE', '[1-(Dimethylamino)-2-methylpropan-2-yl] 2-hydroxy-2,2-diphenylacetate', 'Cinitapride', 'Phloroglucinol', 'Tiropramide', 'Drotaverine', 'Hexocyclium', 'Itopride', 'Papaverine', 'Mebeverine', 'Clebopride', 'Domperidone', 'Alizapride', 'Methylatropine', 'Methscopolamine', 'Atropine', 'Foscarnet', 'ZINC ion', 'Tridihexethyl', 'Fenoverine', 'Bromopride', 'Alosetron', 'Poldine', 'Pinaverium', 'Esomeprazole', 'Diphemanil', 'Imipramine']","['splenic disease', 'gastrointestinal system cancer']",What compounds treat 'gastrointestinal system disease' and what diseases resemble 'gastrointestinal system disease'?,"{""Compounds"": [""Mepenzolate"", ""Piperidolate"", ""Bromopride"", ""Isopropamide"", ""Tiropramide"", ""Foscarnet"", ""Otilonium"", ""Alizapride"", ""Pinaverium"", ""Pipenzolate"", ""Dicyclomine"", ""Clidinium"", ""Diphemanil"", ""Alverine"", ""Oxyphenonium"", ""Mosapride"", ""Trimebutine"", ""Butylscopolamine"", ""Alosetron"", ""Imipramine"", ""Papaverine"", ""[1-(Dimethylamino)-2-methylpropan-2-yl] 2-hydroxy-2,2-diphenylacetate"", ""Propulsid"", ""Methylatropine"", ""Methantheline"", ""Hyoscyamine"", ""Itopride"", ""Clebopride"", ""Poldine"", ""Atropine"", ""Hexocyclium"", ""Isometheptene"", ""Metoclopramide"", ""Methscopolamine"", ""Propantheline"", ""Cinitapride"", ""BELLADONNA"", ""Tridihexethyl"", ""Mebeverine"", ""Drotaverine"", ""Glycopyrronium bromide"", ""Methylhomatropine"", ""Fenoverine"", ""Cimetropium"", ""Phloroglucinol"", ""Domperidone"", ""Esomeprazole"", ""ZINC ion"", ""Oxyphencyclimine"", ""Fibrin"", ""Dexmedetomidine"", ""Ciprofloxacin""], ""Diseases"": [""gastrointestinal system cancer""]}",100
generalized dystonia,['INCOBOTULINUMTOXINA'],"['cerebellar ataxia', 'striatonigral degeneration', 'ocular motility disease', ""Brown's tendon sheath syndrome"", 'cerebellar disease', 'tic disorder', 'Machado-Joseph disease', 'Leigh disease', 'pantothenate kinase-associated neurodegeneration', 'complex regional pain syndrome', 'Silver-Russell syndrome', 'autosomal dominant cerebellar ataxia', 'optic atrophy', 'transient tic disorder', 'spinocerebellar ataxia type 4', 'internuclear ophthalmoplegia', 'polymicrogyria', 'chronic tic disorder', 'Meige syndrome', 'lingual-facial-buccal dyskinesia', 'basal ganglia disease']",What compounds treat 'generalized dystonia' and what diseases resemble 'generalized dystonia'?,"{""Compounds"":[], ""Diseases"":[""dystonia"", ""polymicrogyria"", ""striatonigral degeneration"", ""complex regional pain syndrome"", ""tic disorder"", ""essential tremor"", ""Leigh disease"", ""Machado-Joseph disease"", ""chronic tic disorder"", ""basal ganglia disease"", ""lingual-facial-buccal dyskinesia"", ""cerebellar disease"", ""blepharospasm"", ""transient tic disorder""]}",100
glycogen storage disease,"['Miglustat', 'CIPAGLUCOSIDASE ALFA', 'ALGLUCOSIDASE ALFA']","['glycogen storage disease VI', 'myoglobinuria', 'lipid storage disease', 'lysosomal storage disease', 'endocardial fibroelastosis', 'glycogen storage disease V', 'pupil disease', 'Lafora disease', 'galactosemia', 'glycogen storage disease VIII', 'glycogen storage disease Ia', 'inherited metabolic disorder', 'glycogen storage disease III', 'iris disease', 'galactose epimerase deficiency', 'neuromuscular disease', 'Fanconi syndrome', 'mucopolysaccharidosis', 'glycogen storage disease VII', 'glucosephosphate dehydrogenase deficiency', 'lipid metabolism disorder', 'Tay-Sachs disease', 'carbohydrate metabolic disorder', 'glycogen storage disease IV', 'galactokinase deficiency', 'classic galactosemia', 'mitochondrial myopathy']",What compounds treat 'glycogen storage disease' and what diseases resemble 'glycogen storage disease'?,"{""Compounds"":[], ""Diseases"":[""glycogen storage disease II"", ""glycogen storage disease III"", ""glycogen storage disease VI"", ""glycogen storage disease Ia"", ""glycogen storage disease IV"", ""glycogen storage disease VII"", ""glycogen storage disease V"", ""glycogen storage disease VIII"", ""glycogen storage disease I"", ""carbohydrate metabolic disorder"", ""lysosomal storage disease"", ""lipid storage disease"", ""Lafora disease""]}",100
head and neck cancer,"['Afatinib', 'Celecoxib', 'Uracil', 'Oxonic Acid', 'Vinflunine', 'Erlotinib', 'PEMBROLIZUMAB', 'Tirapazamine', 'Methotrexate', 'CETUXIMAB', 'NIMOTUZUMAB', 'Pilocarpine', 'EPOETIN ALFA', ""ST. JOHN'S WORT"", 'Tegafur', 'IPILIMUMAB', 'Linrodostat', 'Gimeracil', 'Fluorouracil', 'azane;dichloroplatinum', 'ZALUTUMUMAB', 'Amifostine', 'Gabapentin', 'Isotretinoin', '1,1-Cyclobutanedicarboxylic acid', 'PALIFERMIN', 'ALDESLEUKIN', 'Lapatinib', 'Xevinapant', 'INTERFERON ALFA', 'Tranexamic acid', 'Paclitaxel', 'Bleomycin a2', 'NIVOLUMAB', 'Gefitinib', 'mitomycin C', 'Pemetrexed', 'Buparlisib', 'PANITUMUMAB', 'Alpha-Tocopherol', 'THYROTROPIN', 'FILGRASTIM', 'Porfiromycin', 'Vincristine', 'Epacadostat', 'Leucovorin', 'Docetaxel', 'Capsaicin']","['nasal cavity squamous cell carcinoma', 'squamous cell carcinoma', 'head and neck squamous cell carcinoma', 'Human papillomavirus infectious disease', 'hemangioma', 'histiocytoid hemangioma', 'laryngeal squamous cell carcinoma', 'intramuscular hemangioma', 'chorioangioma']",What compounds treat 'head and neck cancer' and what diseases resemble 'head and neck cancer'?,"{""Compounds"":[""Capsaicin"", ""1,1-Cyclobutanedicarboxylic acid"", ""CETUXIMAB"", ""Fluorouracil"", ""Celecoxib"", ""Docetaxel"", ""ALDESLEUKIN"", ""PALIFERMIN"", ""Amifostine"", ""Oxonic Acid"", ""Uracil"", ""azane;dichloroplatinum"", ""Xevinapant"", ""Alpha-Tocopherol"", ""ZALUTUMUMAB"", ""Leucovorin"", ""Porfiromycin"", ""Vincristine"", ""Vinflunine"", ""Methotrexate"", ""FILGRASTIM"", ""THYROTROPIN"", ""Tegafur"", ""Afatinib"", ""Lapatinib"", ""Epacadostat"", ""mitomycin C"", ""IPILIMUMAB"", ""Gimeracil"", ""Erlotinib"", ""Paclitaxel"", ""Gabapentin"", ""PANITUMUMAB"", ""NIMOTUZUMAB"", ""Tirapazamine"", ""Pilocarpine"", ""PEMBROLIZUMAB"", ""Buparlisib"", ""Bleomycin a2"", ""Gefitinib"", ""Tranexamic acid"", ""Linrodostat"", ""NIVOLUMAB"", ""EPOETIN ALFA"", ""Pemetrexed"", ""INTERFERON ALFA"", ""Isotretinoin"", ""JOHN'S WORT""], ""Diseases"":[""head and neck squamous cell carcinoma"", ""squamous cell carcinoma"", ""laryngeal squamous cell carcinoma"", ""nasal cavity squamous cell carcinoma"", ""hemangioma"", ""chorioangioma""]}",100
head and neck squamous cell carcinoma,"['azane;dichloroplatinum', 'Indomethacin', 'Cyclophosphamide', 'CETUXIMAB', 'Melatonin', 'ZINC ion']","['esophagus squamous cell carcinoma', 'paranasal sinus benign neoplasm', 'head and neck cancer', 'hypopharynx cancer', 'paranasal sinus cancer', 'inverted papilloma', 'pharynx cancer', 'tonsil cancer', 'oral submucous fibrosis', 'tongue cancer', 'lip cancer']",What compounds treat 'head and neck squamous cell carcinoma' and what diseases resemble 'head and neck squamous cell carcinoma'?,"{""Compounds"":[""Indomethacin"", ""Cyclophosphamide"", ""CETUXIMAB"", ""azane;dichloroplatinum"", ""ZINC ion"", ""Melatonin""], ""Diseases"":[""lip cancer"", ""tonsil cancer"", ""hypopharynx cancer"", ""oral submucous fibrosis"", ""tongue cancer"", ""pharynx cancer"", ""nasal cavity squamous cell carcinoma""]}",100
