disease_name,disease_id
spermatogenic failure 23,DOID:0070181
spermatogenic failure 13,DOID:0070182
pancreas disease,DOID:26
spermatogenic failure 16,DOID:0070184
endocrine system disease,DOID:28
Y-linked spermatogenic failure 2,DOID:0070187
retinitis pigmentosa 42,DOID:0110386
GABA aminotransferase deficiency,DOID:0060174
succinic semialdehyde dehydrogenase deficiency,DOID:0060175
gamma-amino butyric acid metabolism disorder,DOID:0060176
familial hypercholesterolemia,DOID:13810
generalized epilepsy with febrile seizures plus,DOID:0060170
Timothy syndrome,DOID:0060173
autosomal recessive nonsyndromic deafness 12,DOID:0110467
autosomal recessive nonsyndromic deafness 103,DOID:0110464
autosomal recessive nonsyndromic deafness 104,DOID:0110465
familial hemiplegic migraine,DOID:0060178
Renpenning syndrome,DOID:0060179
dilated cardiomyopathy 2A,DOID:0110460
X-linked dilated cardiomyopathy,DOID:0110461
Silver-Russell syndrome,DOID:14681
diastrophic dysplasia,DOID:14687
Axenfeld-Rieger syndrome,DOID:14686
microcephaly and chorioretinopathy 3,DOID:0080107
persistent generalized lymphadenopathy,DOID:0060314
orofaciodigital syndrome I,DOID:0060316
acute promyelocytic leukemia,DOID:0060318
cardiac arrest,DOID:0060319
pelvic inflammatory disease,DOID:1003
pineal gland cancer,DOID:5032
choreaacanthocytosis,DOID:0050766
Armfield syndrome,DOID:0050764
neuroacanthocytosis,DOID:0050765
adenylosuccinase lyase deficiency,DOID:0050762
ARC syndrome,DOID:0050763
X-linked myopathy with excessive autophagy,DOID:0050760
mucolipidosis,DOID:0080488
"mitochondrial complex V (ATP synthase) deficiency, nuclear type 1",
lung adenocarcinoma,DOID:3910
autoimmune uveitis,DOID:0040088
sudden infant death syndrome,DOID:9007
psoriatic arthritis,DOID:9008
spondyloepiphyseal dysplasia with congenital joint dislocations,DOID:0050813
progeria,DOID:3911
Compton-North congenital myopathy,DOID:0080101
lung squamous cell carcinoma,DOID:3907
lung carcinoma,DOID:3905
gastrointestinal system disease,DOID:77
typhoid fever,DOID:13258
Lesch-Nyhan syndrome,DOID:1919
diarrhea,DOID:13250
Conn's syndrome,DOID:12028
epidermolytic hyperkeratosis,DOID:4603
neurofibrosarcoma,DOID:3512
Bardet-Biedl syndrome 7,DOID:0110129
Bardet-Biedl syndrome 6,DOID:0110128
Bardet-Biedl syndrome 1,DOID:0110123
Axenfeld-Rieger syndrome type 3,DOID:0110122
Axenfeld-Rieger syndrome type 1,DOID:0110120
Bardet-Biedl syndrome 5,DOID:0110127
Bardet-Biedl syndrome 4,DOID:0110126
Bardet-Biedl syndrome 3,DOID:0110125
Bardet-Biedl syndrome 2,DOID:0110124
neonatal diabetes,DOID:11717
gestational diabetes,DOID:11714
autosomal recessive spinocerebellar ataxia 8,DOID:0111618
combined D-2- and L-2-hydroxyglutaric aciduria,DOID:0111619
autosomal recessive spinocerebellar ataxia 23,DOID:0111613
autosomal recessive spinocerebellar ataxia 4,DOID:0111611
autosomal recessive spinocerebellar ataxia 27,DOID:0111616
autosomal recessive spinocerebellar ataxia 22,DOID:0111614
autosomal recessive spinocerebellar ataxia 24,DOID:0111615
multiple congenital anomalies-hypotonia-seizures syndrome 1,DOID:0080138
multiple congenital anomalies-hypotonia-seizures syndrome 2,DOID:0080139
Sengers syndrome,DOID:0080132
multiple mitochondrial dysfunctions syndrome 1,DOID:0080133
mitochondrial DNA depletion syndrome 12a,DOID:0080130
mitochondrial DNA depletion syndrome 13,DOID:0080131
multiple mitochondrial dysfunctions syndrome 4,DOID:0080136
multiple endocrine neoplasia type 4,DOID:0080137
multiple mitochondrial dysfunctions syndrome 2,DOID:0080134
multiple mitochondrial dysfunctions syndrome 3,DOID:0080135
hypotrichosis 2,DOID:0110699
hypotrichosis 1,DOID:0110698
brain cancer,DOID:1319
peroxisome biogenesis disorder 6A,DOID:0080481
pancreatic serous cystic neoplasm,DOID:3919
thyroid gland medullary carcinoma,DOID:3973
autosomal recessive cutis laxa type IIA,DOID:0070134
peroxisome biogenesis disorder 12A,DOID:0080486
schistosomiasis,DOID:1395
ocular cancer,DOID:2174
"46,XY sex reversal",DOID:14448
stomach carcinoma,DOID:5517
peroxisome biogenesis disorder 13A,DOID:0080487
epithelioid inflammatory myofibroblastic sarcoma,DOID:0080372
ectodermal dysplasia 4,DOID:0111658
carpal tunnel syndrome,DOID:12169
ectodermal dysplasia 9,DOID:0111656
ectodermal dysplasia 11B,DOID:0111654
encephalomyelitis,DOID:640
kuru,DOID:648
hypobetalipoproteinemia,DOID:1390
ectodermal dysplasia 15,DOID:0111651
hypomyelinating leukodystrophy 4,DOID:0060789
hypomyelinating leukodystrophy 10,DOID:0060788
hypomyelinating leukodystrophy 2,DOID:0060787
hypomyelinating leukodystrophy,DOID:0060786
adult-onset autosomal dominant demyelinating leukodystrophy,DOID:0060785
"ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 3",DOID:0060783
EEC syndrome,DOID:0060782
congenital secretory sodium diarrhea 3,DOID:0060781
congenital diarrhea 6,DOID:0060780
lower respiratory tract disease,DOID:0050161
restrictive cardiomyopathy,DOID:397
tuberculosis,DOID:399
pemphigus,DOID:9182
partial central choroid dystrophy,DOID:9822
chromosome 22q11.2 microduplication syndrome,DOID:0060436
autosomal recessive nonsyndromic deafness 74,DOID:0110523
lysinuric protein intolerance,DOID:0060439
Cole-Carpenter syndrome,DOID:0060438
ganglioneuroma,DOID:4817
autosomal recessive nonsyndromic deafness 7,DOID:0110520
radioulnar synostosis,DOID:9827
generalized anxiety disorder,DOID:14320
autosomal dominant intellectual developmental disorder 47,DOID:0080238
"blepharophimosis, ptosis, and epicanthus inversus syndrome",DOID:14778
Marfan syndrome,DOID:14323
brittle cornea syndrome 1,DOID:14775
cartilage-hair hypoplasia,DOID:14773
inflammatory bowel disease 25,DOID:0110909
carotid stenosis,DOID:13001
primary biliary cholangitis,DOID:12236
Waardenburg's syndrome,
frontotemporal dementia,DOID:9255
mast-cell leukemia,DOID:9254
colorectal cancer,DOID:9256
acrocallosal syndrome,DOID:9250
gastrointestinal stromal tumor,DOID:9253
amino acid metabolic disorder,DOID:9252
autosomal dominant intellectual developmental disorder 48,DOID:0080235
Clark-Baraitser syndrome,DOID:0080234
Miura type epiphyseal chondrodysplasia,DOID:0070316
VIPoma,DOID:5574
autosomal dominant intellectual developmental disorder 52,DOID:0080231
gastrinoma,DOID:5577
Beckwith-Wiedemann syndrome,DOID:5572
autosomal dominant intellectual developmental disorder 54,DOID:0080230
atrial fibrillation,DOID:0060224
3MC syndrome,DOID:0060225
isolated microphthalmia 2,DOID:0060839
optic nerve glioma,DOID:4992
Camurati-Engelmann disease,DOID:4997
trichorhinophalangeal syndrome type II,DOID:4998
Scheie syndrome,DOID:0060222
agraphia,DOID:0060223
Parkinson's disease 20,DOID:0060898
late onset Parkinson's disease,DOID:0060892
Parkinson's disease 19A,DOID:0060891
ectopic Cushing syndrome,DOID:0060890
Parkinson's disease 17,DOID:0060897
Parkinson's disease 23,DOID:0060896
Parkinson's disease 4,DOID:0060895
early-onset Parkinson's disease,DOID:0060894
"deafness-intellectual disability, Martin-Probst type syndrome",DOID:0060830
autosomal dominant intellectual developmental disorder 45,DOID:0080236
parasitic helminthiasis infectious disease,DOID:883
hyperglycemia,DOID:4195
glucose metabolism disease,DOID:4194
oculopharyngeal muscular dystrophy,DOID:11719
Griscelli syndrome type 3,DOID:0060834
spinocerebellar ataxia type 8,DOID:0050959
spinocerebellar ataxia type 7,DOID:0050958
hereditary ataxia,DOID:0050951
autosomal recessive cerebellar ataxia,DOID:0050950
X-linked hereditary ataxia,DOID:0050953
spastic ataxia,DOID:0050952
prediabetes syndrome,DOID:11716
spinocerebellar ataxia type 1,DOID:0050954
spinocerebellar ataxia type 4,DOID:0050957
spinocerebellar ataxia type 6,DOID:0050956
rosacea,DOID:8881
arteriosclerotic cardiovascular disease,DOID:2348
arteriosclerosis,DOID:2349
craniosynostosis,DOID:2340
endometrial stromal sarcoma,DOID:4226
pyoderma,DOID:4223
essential tremor 1,DOID:0111428
branchiootorenal syndrome 2,DOID:0111424
restrictive cardiomyopathy 3,DOID:0111427
familial GPIHBP1 deficiency,DOID:0111420
branchiootorenal syndrome 1,DOID:0111423
familial lipase maturation factor 1 deficiency,DOID:0111422
squamous cell neoplasm,DOID:3168
malignant spindle cell melanoma,DOID:3162
skin benign neoplasm,DOID:3165
diabetic angiopathy,DOID:11713
thyroid crisis,DOID:12837
quadriplegia,DOID:12835
tetanus,DOID:11338
pneumocystosis,DOID:11339
sarcoidosis,DOID:11335
erysipelas,DOID:11330
diabetic polyneuropathy,DOID:12785
migraine without aura,DOID:12783
microcytic anemia,DOID:11252
typhus,DOID:11256
follicular dendritic cell sarcoma,DOID:6262
subcorneal pustular dermatosis,DOID:8508
bullous skin disease,DOID:8502
acquired metabolic disease,DOID:0060158
organic acidemia,DOID:0060159
autosomal recessive nonsyndromic deafness 3,DOID:0110488
autosomal recessive nonsyndromic deafness 30,DOID:0110489
impetigo,DOID:8504
dermatitis herpetiformis,DOID:8505
salivary gland cancer,DOID:8850
chronic atrial and intestinal dysrhythmia,DOID:0060339
3-methylglutaconic aciduria,DOID:0060336
CEDNIK syndrome,DOID:0060337
transient neonatal diabetes mellitus,DOID:0060334
autosomal dominant sideroblastic anemia 4,DOID:0060335
mitochondrial complex V (ATP synthase) deficiency nuclear type 3,DOID:0060332
mitochondrial complex V (ATP synthase) deficiency nuclear type 4,DOID:0060333
Rapp-Hodgkin syndrome,DOID:0060330
mitochondrial complex V (ATP synthase) deficiency nuclear type 2,DOID:0060331
proximal symphalangism,DOID:0050788
thyroid adenoma,DOID:2891
neuronal ceroid lipofuscinosis 3,DOID:0110731
primary progressive multiple sclerosis,DOID:0050784
fibrolamellar carcinoma,DOID:5015
open-angle glaucoma,DOID:1067
cystinosis,DOID:1064
Fanconi syndrome,DOID:1062
Hartnup disease,DOID:1060
juvenile polyposis syndrome,DOID:0050787
pulmonary blastoma,DOID:4765
Opitz-GBBB syndrome,
pleuropulmonary blastoma,DOID:4769
Zollinger-Ellison syndrome,DOID:0050782
enterocele,DOID:1283
neurodegenerative disease,DOID:1289
leishmaniasis,DOID:9065
Ritter's disease,DOID:9063
orofaciodigital syndrome,DOID:4501
Tangier disease,DOID:1388
Hermansky-Pudlak syndrome,DOID:3753
protein C deficiency,DOID:3756
antithrombin III deficiency,DOID:3755
Laurence-Moon syndrome,DOID:1930
cutaneous porphyria,DOID:13271
erythropoietic protoporphyria,DOID:13270
dysostosis,DOID:1934
atherosclerosis,DOID:1936
thymic carcinoma,DOID:3284
diabetic cataract,DOID:13328
congenital disorder of glycosylation type IIb,DOID:0070254
congenital disorder of glycosylation type IIc,DOID:0070255
congenital disorder of glycosylation type IId,DOID:0070256
GM1 gangliosidosis type 3,DOID:0080489
cold-induced sweating syndrome 2,DOID:0080330
X-linked Emery-Dreifuss muscular dystrophy 6,DOID:0070251
bicuspid aortic valve disease,DOID:0080332
aortic valve disease 1,DOID:0080333
peroxisome biogenesis disorder 7A,DOID:0080482
peroxisome biogenesis disorder 8A,DOID:0080483
peroxisome biogenesis disorder 5A,DOID:0080480
congenital disorder of glycosylation type IIf,DOID:0070258
congenital disorder of glycosylation type IIg,DOID:0070259
peroxisome biogenesis disorder 10A,DOID:0080484
peroxisome biogenesis disorder 11A,DOID:0080485
atrial heart septal defect 2,DOID:0110107
atrial heart septal defect 4,DOID:0110109
atrial heart septal defect 3,DOID:0110108
congenital nystagmus,DOID:9649
primary hyperoxaluria type 1,DOID:0111670
primary hyperoxaluria type 2,DOID:0111671
primary hyperoxaluria type 3,DOID:0111672
Saul-Wilson syndrome,DOID:0111673
intellectual developmental disorder with short stature and behavioral abnormalities,DOID:0111674
high molecular weight kininogen deficiency,DOID:0111676
familial benign fleck retina,DOID:0111677
hereditary folate malabsorption,DOID:0111678
glutamate formiminotransferase deficiency,DOID:0111679
adrenocorticotropic hormone deficiency,DOID:0080150
medium chain acyl-CoA dehydrogenase deficiency,DOID:0080153
very long chain acyl-CoA dehydrogenase deficiency,DOID:0080155
X-linked adrenal hypoplasia congenita,DOID:0080156
Cryptococcal meningitis,DOID:0080159
ovarian dysgenesis 5,DOID:0080497
phosphorus metabolism disease,DOID:2485
ovary epithelial cancer,DOID:2152
malignant ovarian surface epithelial-stromal neoplasm,DOID:2151
ovarian germ cell cancer,DOID:2156
onchocerciasis,DOID:11678
brachydactyly type E2,DOID:0110976
tooth and nail syndrome,DOID:6678
autosomal recessive spinocerebellar ataxia 18,DOID:0080042
abducens nerve palsy,DOID:10865
partial third-nerve palsy,DOID:10864
endocarditis,DOID:10314
adrenal cortex cancer,DOID:660
Klippel-Feil syndrome 4,DOID:0080592
myositis ossificans,DOID:668
orofacial cleft 6,DOID:0080593
hyper IgE recurrent infection syndrome 2,DOID:0080594
hyper IgE recurrent infection syndrome 3,DOID:0080595
hyper IgE recurrent infection syndrome 4,DOID:0080596
Kleefstra syndrome,DOID:0080597
persistent fetal circulation syndrome,DOID:13042
Coronavirus infectious disease,DOID:0080599
Reis-Bucklers corneal dystrophy,DOID:0060453
Meesmann corneal dystrophy,DOID:0060451
posterior polymorphous corneal dystrophy,DOID:0060457
Schnyder corneal dystrophy,DOID:0060456
Thiel-Behnke corneal dystrophy,DOID:0060455
subepithelial mucinous corneal dystrophy,DOID:0060454
chromosome 3q29 microduplication syndrome,DOID:0060459
demyelinating polyneuropathy,DOID:5214
ovarian hyperstimulation syndrome,DOID:5425
renal osteodystrophy,DOID:13068
cerebral cavernous malformation 1,DOID:0080491
neurodegeneration with brain iron accumulation 2a,DOID:0110735
parathyroid carcinoma,DOID:1540
head and neck carcinoma,DOID:1542
dilated cardiomyopathy 1AA,DOID:0110428
hemophilia B,DOID:12259
citrullinemia,DOID:9273
ornithine carbamoyltransferase deficiency,DOID:9271
alkaptonuria,DOID:9270
tyrosinemia,DOID:9275
hyperlysinemia,DOID:9274
hyperhomocysteinemia,DOID:9279
hyperargininemia,DOID:9278
nervous system disease,DOID:863
vasculitis,DOID:865
vein disease,DOID:866
cholesteatoma,DOID:869
restless legs syndrome,DOID:0050425
familial adenomatous polyposis,DOID:0050424
xeroderma pigmentosum,DOID:0050427
Stevens-Johnson syndrome,DOID:0050426
Hailey-Hailey disease,DOID:0050429
nonepidermolytic palmoplantar keratoderma,DOID:0050428
West Nile encephalitis,DOID:2365
neuroaxonal dystrophy,DOID:2367
macrocytic anemia,DOID:2361
cranial nerve malignant neoplasm,DOID:2815
gangliosidosis,DOID:2368
coronary restenosis,DOID:4247
kidney sarcoma,DOID:4242
Gerstmann-Straussler-Scheinker syndrome,DOID:4249
coronary stenosis,DOID:4248
progressive myoclonus epilepsy 6,DOID:0111449
progressive myoclonus epilepsy 1B,DOID:0111448
optic atrophy 9,DOID:0111442
optic atrophy 1,DOID:0111441
progressive myoclonus epilepsy 7,DOID:0111447
progressive myoclonus epilepsy 3,DOID:0111446
progressive myoclonus epilepsy 10,DOID:0111445
progressive myoclonus epilepsy 4,DOID:0111444
Perlman syndrome,DOID:0060476
hyperlipoproteinemia type III,DOID:3145
cutis laxa,DOID:3144
larynx cancer,DOID:2596
aortic valve disease,DOID:62
mitral valve disease,DOID:61
muscle tissue disease,DOID:66
connective tissue disease,DOID:65
bladder diverticulum,DOID:11353
autosomal dominant intellectual developmental disorder 39,DOID:0070069
autosomal dominant intellectual developmental disorder 38,DOID:0070068
White-Sutton syndrome,DOID:0070067
autosomal dominant intellectual developmental disorder 36,DOID:0070066
autosomal dominant intellectual developmental disorder 35,DOID:0070065
autosomal dominant intellectual developmental disorder 34,DOID:0070064
autosomal dominant intellectual developmental disorder 33,DOID:0070063
Arboleda-Tham syndrome,DOID:0070062
autosomal dominant intellectual developmental disorder 31,DOID:0070061
autosomal dominant intellectual developmental disorder 30,DOID:0070060
congenital stationary night blindness 1G,DOID:0110714
congenital stationary night blindness autosomal dominant 3,DOID:0110715
Warburg micro syndrome 1,DOID:0110716
Warburg micro syndrome 2,DOID:0110717
hypotrichosis 13,DOID:0110710
congenital hypotrichosis with juvenile macular dystrophy,DOID:0110711
Oguchi disease-1,DOID:0110712
Oguchi disease-2,DOID:0110713
Warburg micro syndrome 3,DOID:0110718
Warburg micro syndrome 4,DOID:0110719
apraxia,DOID:0060135
monocytic leukemia,DOID:8527
autosomal dominant nocturnal frontal lobe epilepsy 5,DOID:0060686
autosomal dominant nocturnal frontal lobe epilepsy 3,DOID:0060684
autosomal dominant nocturnal frontal lobe epilepsy 4,DOID:0060685
autosomal dominant nocturnal frontal lobe epilepsy 1,DOID:0060682
autosomal dominant nocturnal frontal lobe epilepsy,DOID:0060681
arteriovenous malformations of the brain,DOID:0060688
atrichia with papular lesions,DOID:0060689
liver cancer,DOID:3571
cystathioninuria,DOID:0090142
brachyolmia-amelogenesis imperfecta syndrome,DOID:0090143
cortisone reductase deficiency 2,DOID:0090140
cortisone reductase deficiency 1,DOID:0090141
Donnai-Barrow syndrome,DOID:0090144
dopamine beta-hydroxylase deficiency,DOID:0090145
tongue squamous cell carcinoma,DOID:0050865
cryptosporidiosis,DOID:1733
chronic lymphocytic leukemia,DOID:1040
duodenal benign neoplasm,DOID:1737
fasciitis,DOID:9598
intestinal disease,DOID:5295
Marshall-Smith syndrome,DOID:0050858
Muckle-Wells syndrome,DOID:0050854
renal fibrosis,DOID:0050855
oppositional defiant disorder,DOID:0050856
Perrault syndrome,DOID:0050857
diabetic encephalopathy,DOID:0050850
glomerulosclerosis,DOID:0050851
fibrosarcoma,DOID:3355
variant Creutzfeldt-Jakob disease,DOID:5435
scrapie,DOID:5434
cervix endometrial stromal tumor,DOID:4521
solitary median maxillary central incisor,DOID:0111380
IVIC syndrome,DOID:0111381
ischiocoxopodopatellar syndrome,DOID:0111382
autosomal dominant keratitis,DOID:0111383
inclusion body myopathy with early-onset Paget disease of bone with or without frontotemporal dementia 3,DOID:0111386
familial isolated hypoparathyroidism,DOID:0111387
mucopolysaccharidosis Ih/s,DOID:0111389
glucocorticoid-remediable aldosteronism,DOID:14080
porokeratosis,DOID:3805
neurodevelopmental disorder with midbrain and hindbrain malformations,DOID:0080312
hereditary nonpolyposis colorectal cancer type 6,DOID:0070273
hereditary nonpolyposis colorectal cancer type 8,DOID:0070270
Lynch syndrome 1,DOID:0070271
megalencephalic leukoencephalopathy with subcortical cysts 1,DOID:0080316
megalencephalic leukoencephalopathy with subcortical cysts 2B,DOID:0080317
cone-rod dystrophy 14,DOID:0080314
megalencephalic leukoencephalopathy with subcortical cysts,DOID:0080315
megalencephalic leukoencephalopathy with subcortical cysts 2A,DOID:0080318
"X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection, and neoplasia",DOID:0080319
karyomegalic interstitial nephritis,DOID:0060911
amelogenesis imperfecta type 1C,DOID:0110056
primary ovarian insufficiency,DOID:5426
corneal ulcer,DOID:8463
retinoschisis,DOID:8465
spermatogenic failure 1,DOID:0070188
mucositis,DOID:0080178
meningococcal meningitis,DOID:0080176
hepatic veno-occlusive disease,DOID:0080177
bladder exstrophy,DOID:0080174
retinal degeneration,DOID:8466
thiopurine S-methyltransferase deficiency,DOID:0080172
normophosphatemic familial tumoral calcinosis,DOID:0080170
von Willebrand's disease 3,DOID:0111054
retinitis pigmentosa 73,DOID:0110389
retinitis pigmentosa 10,DOID:0110388
platelet-type bleeding disorder 20,DOID:0111055
retinitis pigmentosa 7,DOID:0110383
retinitis pigmentosa 48,DOID:0110382
retinitis pigmentosa 14,DOID:0110381
retinitis pigmentosa 62,DOID:0110380
retinitis pigmentosa 9,DOID:0110387
platelet-type bleeding disorder 3,DOID:0111056
retinitis pigmentosa 25,DOID:0110384
platelet-type bleeding disorder 11,DOID:0111057
Quebec platelet disorder,DOID:0111050
platelet-type bleeding disorder 18,DOID:0111051
Scott syndrome,DOID:0111052
platelet-type bleeding disorder 15,DOID:0111053
anorexia nervosa,DOID:8689
retinal edema,DOID:6929
acoustic neuroma,DOID:12689
chondroma,DOID:2602
laryngeal carcinoma,DOID:2600
mucosulfatidosis,DOID:0050441
focal segmental glomerulosclerosis 1,DOID:0111128
focal segmental glomerulosclerosis 2,DOID:0111129
congenital myasthenic syndrome 13,DOID:0110676
nephronophthisis 16,DOID:0111124
nephronophthisis 18,DOID:0111125
nephronophthisis 19,DOID:0111126
nephronophthisis 20,DOID:0111127
nephronophthisis 9,DOID:0111120
nephronophthisis 13,DOID:0111121
nephronophthisis 14,DOID:0111122
nephronophthisis 15,DOID:0111123
childhood brain stem glioma,DOID:6383
autosomal recessive nonsyndromic deafness 84A,DOID:0110529
autosomal recessive nonsyndromic deafness 8,DOID:0110527
autosomal recessive nonsyndromic deafness 79,DOID:0110526
autosomal recessive nonsyndromic deafness 77,DOID:0110525
autosomal recessive nonsyndromic deafness 76,DOID:0110524
sideroblastic anemia,DOID:8955
autosomal recessive nonsyndromic deafness 70,DOID:0110521
congenital myasthenic syndrome 6,DOID:0110671
paraplegia,DOID:607
hemolytic anemia,DOID:583
hepatitis E,DOID:4411
urethra cancer,DOID:734
congenital dyserythropoietic anemia type Ib,DOID:0111397
congenital dyserythropoietic anemia type I,DOID:0111396
urethral benign neoplasm,DOID:730
urinary system benign neoplasm,DOID:731
congenital disorder of glycosylation type IIm,DOID:0070265
congenital dyserythropoietic anemia type III,DOID:0111399
polyneuropathy,DOID:1389
congenital dyserythropoietic anemia type Ia,DOID:0111398
sweat gland disease,DOID:1383
congenital disorder of glycosylation type IIi,DOID:0070261
endometrial cancer,DOID:1380
hypolipoproteinemia,DOID:1387
abetalipoproteinemia,DOID:1386
congenital disorder of glycosylation type IIh,DOID:0070260
congenital disorder of glycosylation type IIk,DOID:0070263
disease of cellular proliferation,DOID:14566
ankyloglossia,DOID:0060604
fucosidosis,DOID:14500
Sjogren-Larsson syndrome,DOID:14501
cholesterol ester storage disease,DOID:14502
neuronal ceroid lipofuscinosis,DOID:14503
Niemann-Pick disease,DOID:14504
uveal melanoma,DOID:6039
autosomal recessive chronic granulomatous disease 4,DOID:0070193
juvenile type testicular granulosa cell tumor,DOID:6032
T-cell adult acute lymphocytic leukemia,DOID:5602
T-cell acute lymphoblastic leukemia,DOID:5603
adult acute lymphocytic leukemia,DOID:5604
dental pulp calcification,DOID:5608
fungal infectious disease,DOID:1564
cognitive disorder,DOID:1561
coloboma,DOID:12270
aniridia,DOID:12271
anisometropia,DOID:12273
developmental coordination disorder,DOID:9923
chronic inflammatory demyelinating polyradiculoneuropathy,DOID:5213
congenital disorder of glycosylation,DOID:5212
cataract 23,DOID:0110271
Shwachman-Diamond syndrome,DOID:0060479
autosomal recessive chronic granulomatous disease 2,DOID:0070191
salt and pepper syndrome,DOID:0060470
Kabuki syndrome,DOID:0060473
Kindler syndrome,DOID:0060472
myoclonic-atonic epilepsy,DOID:0060475
familial erythrocytosis 2,DOID:0060474
autosomal recessive limb-girdle muscular dystrophy type 2B,DOID:0110276
autosomal recessive limb-girdle muscular dystrophy type 2A,DOID:0110275
Loeys-Dietz syndrome 3,DOID:0070237
cutaneous fibrous histiocytoma,DOID:4418
biliary tract benign neoplasm,DOID:0050625
gastrointestinal system benign neoplasm,DOID:0050624
reproductive organ benign neoplasm,DOID:0050622
Aicardi-Goutieres syndrome,DOID:0050629
advanced sleep phase syndrome,DOID:0050628
viral pneumonia,DOID:10533
Loeys-Dietz syndrome 1,DOID:0070235
stomach cancer,DOID:10534
gastric fundus cancer,DOID:10538
arthritis,DOID:848
autosomal recessive spinocerebellar ataxia 10,DOID:0050999
nonprogressive cerebellar ataxia with mental retardation,DOID:0050998
episodic ataxia type 6,DOID:0050994
"cerebellar ataxia, mental retardation and dysequlibrium syndrome",DOID:0050997
episodic ataxia type 2,DOID:0050990
episodic ataxia type 5,DOID:0050993
benign recurrent intrahepatic cholestasis 2,DOID:0070232
familial partial lipodystrophy,DOID:0050440
X-linked dominant hypophosphatemic rickets,DOID:0050445
infantile Refsum disease,DOID:0050444
pachyonychia congenita,DOID:0050449
white sponge nevus,DOID:0050448
panic disorder,DOID:594
gait apraxia,DOID:4260
akinetic mutism,DOID:4267
agoraphobia,DOID:593
Loeys-Dietz syndrome 4,DOID:0070233
hyperinsulinemic hypoglycemia,DOID:13317
cardiofaciocutaneous syndrome 2,DOID:0111461
cardiofaciocutaneous syndrome 1,DOID:0111460
cardiofaciocutaneous syndrome 4,DOID:0111463
cardiofaciocutaneous syndrome 3,DOID:0111462
combined oxidative phosphorylation deficiency 21,DOID:0111465
combined oxidative phosphorylation deficiency 35,DOID:0111464
combined oxidative phosphorylation deficiency 13,DOID:0111467
combined oxidative phosphorylation deficiency 38,DOID:0111466
combined oxidative phosphorylation deficiency 16,DOID:0111469
combined oxidative phosphorylation deficiency 25,DOID:0111468
mitochondrial DNA depletion syndrome 14,DOID:0080336
benign recurrent intrahepatic cholestasis,DOID:0070230
congenital fibrosis of the extraocular muscles 1,DOID:0081015
congenital fibrosis of the extraocular muscles 5,DOID:0081020
severe COVID-19,DOID:0081013
congenital fibrosis of the extraocular muscles 3A,DOID:0081017
Tukel syndrome,DOID:0081021
critical COVID-19,DOID:0081012
congenital fibrosis of the extraocular muscles 2,DOID:0081016
syndromic microphthalmia 13,DOID:0111811
atrial standstill 1,DOID:0080662
atrial standstill 2,DOID:0080663
nonsyndromic aplasia cutis congenita,DOID:0080661
warfarin sensitivity,DOID:0080666
diaphyseal medullary stenosis with malignant fibrous histiocytoma,DOID:0080664
warfarin resistance,DOID:0080665
congenital nystagmus 6,DOID:0111795
congenital nystagmus 1,DOID:0111790
syndromic microphthalmia 1,DOID:0111799
X-linked nephrolithiasis type I,DOID:0111798
syndromic microphthalmia 2,DOID:0111809
linear skin defects with multiple congenital anomalies 1,DOID:0111808
syndromic microphthalmia 14,DOID:0111802
syndromic microphthalmia 3,DOID:0111801
syndromic microphthalmia 12,DOID:0111800
syndromic microphthalmia 9,DOID:0111807
syndromic microphthalmia 5,DOID:0111806
syndromic microphthalmia 6,DOID:0111805
syndromic microphthalmia 11,DOID:0111804
congenital nongoitrous hypothyroidism 7,DOID:0111836
congenital nongoitrous hypothyroidism 8,DOID:0111837
X-linked reticulate pigmentary disorder,DOID:0111834
congenital nongoitrous hypothyroidism 9,DOID:0111835
syndactyly type 8,DOID:0111813
methylmalonic acidemia and homocysteinemia cblX type,DOID:0111814
low molecular weight proteinuria with hypercalciuric nephrocalcinosis,DOID:0111815
Basilicata-Akhtar syndrome,DOID:0111838
syndactyly type 3,DOID:0111817
primary ciliary dyskinesia 39,DOID:0111854
primary ciliary dyskinesia 42,DOID:0111855
primary ciliary dyskinesia 43,DOID:0111856
primary ciliary dyskinesia 45,DOID:0111857
primary ciliary dyskinesia 36,DOID:0111850
primary ciliary dyskinesia 44,DOID:0111851
primary ciliary dyskinesia 38,DOID:0111852
primary ciliary dyskinesia 40,DOID:0111853
primary ciliary dyskinesia 41,DOID:0111858
syndactyly type 4,DOID:0111818
syndactyly type 5,DOID:0111819
ichthyosis follicularis-alopecia-photophobia syndrome 1,DOID:0111821
CHILD syndrome,DOID:0111822
Aarskog syndrome,DOID:0111824
X-linked spinal muscular atrophy 2,DOID:0111827
Abruzzo-Erickson syndrome,DOID:0111826
X-linked spinocerebellar ataxia 1,DOID:0111829
osteogenesis imperfecta type 19,DOID:0111847
X-linked congenital hemolytic anemia,DOID:0111846
Mullegama-Klein-Martinez syndrome,DOID:0111845
X-linked intellectual developmental disorder 108,DOID:0111844
Paganini-Miozzo syndrome,DOID:0111843
Shukla-Vernon syndrome,DOID:0111841
Van Esch-O'Driscoll syndrome,DOID:0111840
congenital disorder of glycosylation Icc,DOID:0111839
osteogenesis imperfecta type 20,DOID:0111849
osteogenesis imperfecta type 18,DOID:0111848
